Country,state,route,year,month,day,Obs,TotalSpp,StartTemp,EndTemp,TempScale,StartWind,EndWind,StartSky,EndSky,StartTime,EndTime,assistant,RunType
840,53,036,1977,5,31,        980280,43,45,63,F,2,2,1,1,0518,0937,0,1
840,53,036,1978,6,25,        980280,55,42,45,F,0,0,1,2,0518,0904,0,1
840,53,036,1986,6,14,       1150469,62,41,,F,1,1,0,2,0514,1028,0,1
840,53,036,1987,6,7,       1150469,69,45,64,F,0,1,0,0,0514,1020,0,1
840,53,036,1988,6,17,       1150469,61,45,74,F,1,1,0,0,0514,1010,0,1
840,53,036,1989,6,13,       1150469,62,42,63,F,1,1,0,0,0514,0948,0,1
840,53,036,1990,6,22,       1150469,56,40,,F,1,2,0,0,0514,1005,0,1
840,53,036,1991,6,24,       1150469,56,48,49,F,2,1,2,2,0514,1000,0,1
840,53,036,1992,6,18,       1150469,67,43,60,F,1,1,4,0,0514,1020,0,1
840,53,036,1994,6,21,       1150469,57,50,72,F,0,0,1,1,0514,0940,0,1
840,53,036,1995,6,19,       1150469,49,0,0,F,0,0,1,0,0515,0928,0,1
840,53,036,1996,6,28,       1150469,54,42,60,F,1,1,0,1,0515,0937,0,1
840,53,036,1997,6,23,       1150469,58,33,50,F,0,1,0,1,0515,0925,1,1
840,53,036,1998,6,29,       1150469,58,38,56,F,0,2,0,0,0514,0938,1,1
840,53,036,1999,6,18,       1150469,60,42,64,F,0,1,1,0,0514,0937,1,1
840,53,036,2000,6,16,       1150469,57,38,58,F,0,3,0,1,0514,0928,1,1
840,53,036,2001,6,15,       1150469,55,42,50,F,0,3,2,1,0514,0926,1,1
840,53,036,2002,6,28,       1150469,58,53,57,F,0,3,2,2,0514,0950,1,1
840,53,036,2003,6,20,       1150469,51,56,50,F,0,0,2,2,0514,1029,1,1
840,53,036,2004,6,22,       1150469,59,43,63,F,0,0,0,0,0514,0935,1,1
840,53,036,2005,6,21,       1150469,60,50,71,F,0,0,0,1,0514,0932,1,1
840,53,036,2006,6,18,       1150469,55,31,58,F,0,3,0,0,0514,0950,1,1
840,53,036,2007,6,15,       1150469,65,43,62,F,0,2,1,0,0514,0955,1,1
840,53,036,2008,6,26,       1150469,52,46,68,F,1,2,2,2,0514,0948,1,1
840,53,036,2009,6,12,       1150469,51,46,38,F,0,1,0,0,0514,0958,1,1
840,53,036,2010,6,11,       1150469,54,42,39,F,0,2,2,2,0514,0958,1,1
840,53,036,2011,6,27,       1150469,50,38,56,F,0,0,0,1,0514,0945,1,1
840,53,036,2012,6,23,       1150469,63,46,69,F,0,2,0,0,0514,1040,1,1
840,53,036,2013,6,15,       1150469,63,30,50,F,1,1,0,0,0514,1010,1,1
840,53,036,2014,6,13,       1151509,68,50,50,F,2,1,2,1,0514,1022,1,1
840,53,036,2015,6,19,       1151509,60,44,56,F,1,2,1,0,0514,1045,1,1
840,53,036,2016,6,18,       1151509,65,46,69,F,2,2,1,0,0514,1000,1,1
840,53,036,2017,6,23,       1151509,66,32,60,F,0,2,0,0,0514,1030,1,1
840,53,036,2018,6,23,       1151509,61,45,49,F,0,2,1,1,0514,1035,1,1
840,53,036,2019,6,15,       1151509,66,38,65,F,0,1,0,0,0514,1045,1,1
840,53,037,1968,7,5,       1150110,54,40,70,F,1,3,0,0,0449,0910,0,1
840,53,037,1969,7,5,       1150110,44,40,60,F,0,1,0,1,0516,0943,0,1
840,53,037,1970,7,5,       1150110,44,54,76,F,0,0,2,0,0519,0940,0,1
840,53,037,1971,7,5,       1150110,47,42,68,F,0,0,0,0,0524,1005,0,1
840,53,037,1972,7,3,       1150110,40,42,48,F,1,4,1,1,0516,0921,0,1
840,53,037,1973,7,6,       1150110,41,51,70,F,1,1,0,0,0516,0933,0,1
840,53,037,1974,6,30,       1150110,48,45,70,F,0,2,0,0,0527,0917,0,1
840,53,037,1975,7,3,       1150110,40,50,75,F,0,1,0,0,0516,0913,0,1
840,53,037,1976,7,6,       1150110,44,46,70,F,0,0,0,0,0516,1000,0,1
840,53,038,1972,6,2,       1150110,49,50,65,F,0,0,0,0,0509,0925,0,1
840,53,038,1973,6,22,       1150110,55,43,75,F,0,0,0,0,0506,0926,0,1
840,53,038,1974,6,22,       1150110,48,45,70,F,0,1,0,0,0506,0924,0,1
840,53,038,1975,7,1,       1090207,44,50,62,F,0,0,0,0,0509,0920,0,1
840,53,038,1976,6,9,       1090207,44,55,65,F,0,0,0,0,0506,0910,0,1
840,53,038,1977,6,16,       1090207,41,52,57,F,1,1,0,2,0506,0845,0,1
840,53,038,1978,6,21,       1090207,45,45,65,F,1,1,0,0,0506,0903,0,1
840,53,038,1979,6,12,       1090207,38,45,55,F,0,0,0,0,0506,0845,0,1
840,53,038,1980,6,9,       1090207,47,48,63,F,1,0,0,0,0506,0850,0,1
840,53,038,1981,6,19,       1090207,47,49,68,F,2,0,1,2,0506,0852,0,1
840,53,039,1968,6,15,       1000035,60,40,59,F,0,0,2,1,0518,1000,0,1
840,53,039,1969,6,7,       1000035,56,56,60,F,0,0,2,2,0503,0940,0,1
840,53,039,1970,6,6,       1000035,54,55,65,F,0,1,0,0,0502,0952,0,1
840,53,039,1971,6,5,       1000035,52,34,54,F,0,5,0,1,0502,0946,0,0
840,53,039,1972,7,1,       1000035,59,40,64,F,0,0,0,0,0505,0900,0,1
840,53,039,1973,7,3,       1000035,48,43,72,F,0,0,0,1,0508,0928,0,1
840,53,039,1974,7,2,       1000035,55,50,56,F,0,0,2,1,0505,0907,0,1
840,53,039,1975,7,2,       1000035,51,52,70,F,0,0,2,0,0505,0900,0,1
840,53,039,1976,6,10,       1000035,59,40,58,F,0,1,0,1,0502,0903,0,1
840,53,039,1977,6,22,       1000035,54,52,60,F,0,1,0,2,0502,0843,0,1
840,53,039,1978,6,28,       1000035,54,46,70,F,0,0,0,1,0505,0920,0,1
840,53,039,1979,6,26,       1000035,56,50,60,F,0,0,2,2,0502,0856,0,1
840,53,039,1980,6,3,       1000035,56,44,50,F,2,1,1,1,0505,0850,0,1
840,53,039,1981,6,20,       1000035,48,52,62,F,0,0,2,2,0502,0919,0,1
840,53,039,1982,6,11,       1000035,49,40,55,F,0,0,0,0,0502,0915,0,1
840,53,039,1983,6,5,       1000035,56,35,64,F,0,0,0,1,0502,0929,0,1
840,53,039,1984,6,28,       1000035,50,48,75,F,0,0,0,0,0505,0930,0,1
840,53,039,1985,6,13,       1000035,58,50,62,F,0,2,2,0,0502,0930,0,1
840,53,039,1986,6,20,       1000035,52,44,58,F,0,0,0,1,0502,0858,0,1
840,53,039,1987,6,27,       1000035,55,47,75,F,0,0,0,0,0502,0912,0,1
840,53,039,1988,6,20,       1000035,52,56,74,F,0,1,0,2,0502,0910,0,1
840,53,039,1989,6,24,       1000035,52,42,45,F,0,0,1,1,0502,0839,0,1
840,53,039,1990,6,9,       1000035,54,42,68,F,0,0,0,0,0502,0858,0,1
840,53,039,1991,6,26,       1000035,53,38,43,F,0,0,0,0,0503,1015,0,1
840,53,039,1992,6,26,       1000035,53,48,69,F,1,1,1,1,0502,0920,0,1
840,53,039,1993,6,25,       1090528,49,37,53,F,0,2,1,1,0502,0928,0,1
840,53,039,1994,6,24,       1090528,53,48,74,F,0,0,0,0,0502,0949,0,1
840,53,039,1995,6,23,       1090528,47,45,55,F,0,2,2,1,0502,0926,0,1
840,53,039,1996,6,27,       1090528,51,54,66,F,2,2,0,0,0502,0928,0,1
840,53,039,1997,6,26,       1090528,47,40,66,F,0,1,0,0,0502,0928,1,1
840,53,039,1998,6,27,       1090528,45,44,44,F,2,2,2,2,0502,0923,1,1
840,53,039,1999,6,25,       1090528,50,64,52,F,3,2,2,2,0502,0922,1,1
840,53,039,2000,7,11,        970230,60,49,72,F,1,1,0,0,0503,0942,0,1
840,53,039,2001,7,2,        970230,58,43,66,F,0,1,1,0,0500,0952,0,1
840,53,039,2002,7,4,        970230,61,11,21,C,1,3,0,0,0526,0948,0,1
840,53,039,2006,6,23,        990692,53,50,68,F,0,1,1,1,0506,1041,1,1
840,53,039,2007,6,20,        990692,55,42,70,F,0,0,0,0,0504,1045,0,1
840,53,039,2008,6,24,        990692,51,40,70,F,0,1,0,0,0500,1005,1,1
840,53,039,2009,6,16,        990692,49,50,60,F,0,1,2,2,0504,1045,0,1
840,53,039,2010,6,15,        990692,62,45,45,F,1,0,0,2,0504,1015,1,1
840,53,039,2011,6,16,        990692,47,38,41,F,1,1,2,7,0504,1020,0,1
840,53,039,2012,6,20,        990692,55,40,55,F,1,2,2,0,0502,1031,1,1
840,53,039,2013,6,13,       1070576,59,51,66,F,1,1,2,1,0500,1010,1,1
840,53,039,2014,6,20,       1070576,58,46,71,F,0,1,0,1,0502,1020,1,1
840,53,039,2015,6,19,       1070576,66,54,74,F,0,0,0,2,0504,1020,1,1
840,53,039,2016,6,17,       1070576,61,33,48,F,0,1,1,2,0504,1020,1,1
840,53,039,2017,6,26,       1070576,63,52,68,F,0,1,0,0,0502,1012,1,1
840,53,039,2018,6,20,       1070576,66,54,56,F,0,0,2,2,0502,1040,0,1
840,53,039,2019,6,23,       1070576,64,36,51,F,0,3,0,2,0502,1028,0,1
840,53,041,1968,6,8,       1150115,39,50,59,F,0,2,0,2,0458,1021,0,1
840,53,041,1969,6,7,       1150115,33,51,61,F,1,0,1,1,0454,0906,0,1
840,53,041,1970,6,26,       1150115,29,64,75,F,2,3,1,1,0457,0827,0,1
840,53,041,1971,6,27,       1150115,34,53,52,F,2,2,2,2,0445,0848,0,1
840,53,041,1972,6,3,       1150115,40,56,69,F,0,0,0,0,0457,0858,0,1
840,53,041,1973,6,10,       1150115,33,48,57,F,1,0,1,2,0454,0840,0,1
840,53,041,1974,6,8,       1090110,40,42,55,F,0,1,1,1,0455,0920,0,1
840,53,041,1975,6,14,       1090110,45,45,72,F,3,3,0,0,0500,1042,0,1
840,53,041,1976,6,19,       1090110,34,43,76,F,3,3,0,0,0500,1018,0,1
840,53,041,1977,6,18,       1090110,41,41,64,F,0,3,0,1,0500,1035,0,1
840,53,041,1979,6,9,       1090110,40,46,58,F,0,2,0,0,0454,1003,0,1
840,53,041,1980,6,22,       1090110,42,50,62,F,2,2,1,1,0500,0905,0,1
840,53,041,1983,6,23,       1040285,44,58,77,F,1,2,2,0,0500,0850,0,1
840,53,041,1984,7,3,       1040285,46,57,79,F,0,3,0,0,0505,0905,0,1
840,53,041,1985,7,18,       1040285,44,59,92,F,0,3,0,0,0515,0910,0,0
840,53,041,1986,6,14,       1040285,42,49,59,F,0,3,1,0,0454,0920,0,1
840,53,041,1987,6,23,       1040285,48,53,65,F,0,0,1,0,0454,0905,0,1
840,53,041,1988,7,5,       1040285,50,60,84,F,4,4,1,1,0454,0923,0,1
840,53,041,1989,6,21,       1040285,44,45,61,F,1,4,1,1,0454,0912,0,1
840,53,041,1990,6,28,       1040285,43,65,78,F,0,1,0,1,0456,0845,0,1
840,53,041,1991,6,9,       1040285,42,40,62,F,0,2,2,1,0506,0920,0,1
840,53,041,1992,6,12,       1040285,45,50,69,F,1,2,1,0,0454,0902,0,1
840,53,041,1993,6,10,       1040285,37,40,58,F,2,3,2,1,0454,0846,0,1
840,53,041,1994,5,25,       1040285,49,49,64,F,1,3,0,0,0454,0853,0,0
840,53,041,1995,6,4,       1040285,48,42,65,F,1,3,1,1,0454,0923,0,1
840,53,041,1996,6,15,       1040285,57,49,82,F,0,1,0,1,0454,0925,0,1
840,53,041,1997,6,12,       1040285,49,55,72,F,0,1,0,2,0506,0927,0,1
840,53,041,1998,6,1,       1040285,46,45,65,F,0,5,0,1,0456,0920,0,1
840,53,041,2000,6,19,       1040285,45,51,79,F,0,2,2,0,0502,0930,0,1
840,53,041,2001,5,31,       1040285,49,55,65,F,0,2,0,1,0506,0920,0,1
840,53,041,2002,6,12,       1040285,43,42,68,F,0,1,0,1,0506,0912,0,1
840,53,041,2003,6,2,       1040285,38,45,82,F,0,1,1,1,0456,0920,0,1
840,53,041,2004,6,5,       1040285,48,48,75,F,0,1,0,2,0507,0915,0,1
840,53,041,2005,6,1,       1040285,53,42,51,F,0,0,4,5,0506,0910,0,1
840,53,041,2006,6,12,       1040285,41,58,69,F,1,2,0,1,0454,0937,0,1
840,53,041,2007,6,27,       1040285,48,42,84,F,0,1,0,1,0514,0915,0,1
840,53,041,2008,6,16,       1040285,62,52,69,F,1,1,0,1,0455,0924,0,1
840,53,041,2009,6,22,       1040285,45,58,74,F,0,2,0,1,0454,0913,0,1
840,53,041,2010,6,2,       1040285,50,49,65,F,0,2,0,1,0506,0920,0,1
840,53,041,2011,6,19,       1040285,49,40,59,F,0,1,1,2,0454,0924,0,1
840,53,041,2012,6,7,       1040285,45,60,66,F,1,0,1,1,0454,1000,1,1
840,53,041,2013,6,22,       1091258,54,55,59,F,2,3,2,1,0507,1021,1,1
840,53,041,2016,6,10,       1041121,56,53,71,F,0,3,0,0,0454,1024,1,1
840,53,041,2017,6,11,       1041121,53,43,58,F,1,2,0,2,0454,1020,1,1
840,53,041,2018,6,10,       1041121,53,63,65,F,3,3,2,1,0454,0950,1,1
840,53,041,2019,6,15,       1041121,52,50,53,F,0,2,0,1,0454,1035,0,1
840,53,046,1973,7,6,       1030048,45,48,75,F,0,3,0,0,0510,1027,0,1
840,53,046,1974,6,29,       1030048,45,50,75,F,1,0,0,0,0513,1042,0,1
840,53,046,1975,7,5,       1030048,52,55,70,F,1,3,0,0,0516,1005,0,1
840,53,046,1978,7,2,       1150284,38,40,45,F,0,4,0,1,0517,0921,0,1
840,53,046,1980,6,24,       1000141,45,40,50,F,0,3,0,0,0515,0939,0,1
840,53,046,1981,6,30,       1000141,53,37,68,F,1,2,0,0,0517,0940,0,1
840,53,046,1986,6,18,       1090360,59,55,65,F,1,3,1,1,0514,1020,0,1
840,53,046,1988,6,25,       1090418,35,56,87,F,0,0,0,1,0514,0923,0,1
840,53,046,1989,6,25,       1090418,34,40,52,F,0,0,0,0,0514,0928,0,1
840,53,046,1990,6,23,       1090418,45,44,66,F,1,0,1,1,0514,0924,0,1
840,53,046,1991,6,19,       1090360,60,48,58,F,2,1,2,1,0516,1002,0,1
840,53,046,1992,6,12,       1090360,61,48,60,F,0,1,0,0,0514,0930,0,1
840,53,046,1993,6,18,       1090360,61,38,50,F,0,0,0,0,0515,0917,0,1
840,53,046,1994,6,4,       1090360,72,39,55,F,0,2,0,1,0515,0940,0,1
840,53,046,1996,6,9,       1090360,68,45,60,F,0,0,0,0,0514,0921,0,1
840,53,046,1997,6,17,       1090360,67,52,60,F,0,0,1,1,0514,0928,1,1
840,53,046,1998,7,12,        970230,40,9,18,C,0,0,0,0,0514,0948,1,1
840,53,046,2003,6,21,       1210041,43,0,0, ,2,3,2,1,0514,1014,0,1
840,53,046,2005,6,30,       1210041,51,41,63,F,2,3,1,0,0514,1037,0,1
840,53,046,2009,6,28,       1210041,52,41,67,F,0,3,0,1,0514,1027,0,1
840,53,046,2010,6,27,       1090712,52,40,44,F,0,1,0,0,0514,1006,0,1
840,53,046,2011,6,25,       1090712,47,33,42,F,1,2,0,0,0514,1000,0,1
840,53,046,2012,6,16,       1090712,53,37,50,F,0,2,0,0,0514,0959,0,1
840,53,046,2013,6,22,       1090712,40,31,36,F,0,2,0,1,0514,0943,0,1
840,53,046,2014,6,14,       1090712,38,32,40,F,1,0,1,2,0514,1008,0,1
840,53,046,2015,6,25,       1090712,44,55,60,F,1,2,0,0,0514,1008,0,1
840,53,046,2016,6,20,       1090712,47,43,55,F,0,2,1,1,0514,0933,0,1
840,53,046,2017,6,18,       1090712,52,42,51,F,0,0,1,2,0514,0941,0,1
840,53,046,2018,6,26,       1090712,55,50,68,F,0,2,1,0,0514,0938,0,1
840,53,046,2019,6,15,       1090712,52,42,55,F,0,1,0,0,0514,0932,0,1
840,53,047,1973,6,27,       1030048,44,55,65,F,0,2,0,1,0520,0950,0,1
840,53,047,1974,7,6,       1030048,49,50,70,F,0,1,1,1,0516,1030,0,1
840,53,047,1975,6,30,       1030048,40,45,60,F,0,1,1,1,0510,0953,0,1
840,53,047,1977,6,24,       1030048,45,45,70,F,3,3,0,0,0513,0931,0,1
840,53,047,1978,7,1,       1030048,45,48,62,F,0,0,0,0,0513,0955,0,1
840,53,047,1980,6,23,       1180044,52,44,55,F,3,1,2,1,0510,0912,0,1
840,53,047,1981,6,29,       1000141,60,42,73,F,0,1,0,0,0510,0936,0,1
840,53,047,1982,7,3,       1150408,58,58,66,F,3,3,2,0,0516,1315,0,0
840,53,047,1988,7,2,       1090418,45,55,69,F,0,0,0,0,0510,0916,0,1
840,53,047,1989,7,1,       1090418,59,36,48,F,0,0,0,0,0510,0918,0,1
840,53,047,1990,6,24,       1090418,60,37,60,F,0,0,0,0,0510,0920,0,1
840,53,047,1991,6,20,       1090360,66,40,60,F,0,0,0,1,0512,0923,0,1
840,53,047,1992,6,20,       1090360,72,42,58,F,1,1,0,0,0510,0920,0,1
840,53,047,1993,6,17,       1090360,65,40,50,F,2,2,2,2,0515,0904,0,1
840,53,047,1994,6,5,       1090360,84,35,52,F,0,0,0,0,0510,0855,0,1
840,53,047,1995,6,15,       1090360,82,48,56,F,2,4,1,1,0510,0920,0,1
840,53,047,1996,6,8,       1090360,75,52,58,F,0,0,0,0,0510,0909,0,1
840,53,047,1997,6,16,       1090360,73,50,60,F,0,0,0,4,0510,0913,1,1
840,53,047,1998,7,11,        970230,46,8,20,C,0,3,0,2,0510,0954,1,1
840,53,047,2003,6,22,        990599,59,35,42,F,0,0,0,0,0508,0815,0,1
840,53,047,2004,7,7,       1190666,50,45,72,F,2,4,0,0,0510,1040,0,1
840,53,047,2005,6,24,       1190666,48,40,65,F,1,0,0,0,0513,1001,0,1
840,53,047,2006,6,22,       1190666,55,6,17,C,0,0,0,0,0510,0959,0,1
840,53,047,2007,7,1,       1190666,48,8,18,C,0,1,1,0,0518,1005,0,1
840,53,047,2008,6,26,       1190666,56,8,14,C,0,1,0,0,0510,1011,0,1
840,53,047,2009,7,8,       1190666,46,45,62,F,0,1,0,1,0510,1041,0,1
840,53,047,2010,7,10,       1190666,43,45,65,F,0,0,1,0,0512,1015,0,1
840,53,047,2013,7,15,        990873,45,50,70,F,0,2,1,0,0529,1144,0,1
840,53,047,2014,7,15,        990873,40,40,65,F,2,3,0,2,0525,1055,0,1
840,53,047,2015,7,15,        990873,45,45,65,F,0,1,0,0,0534,1006,0,1
840,53,047,2016,7,13,        990873,42,32,54,F,0,2,0,0,0527,1015,0,1
840,53,047,2017,7,14,        990873,40,45,65,F,0,1,0,0,0525,1030,0,1
840,53,047,2018,7,9,        990873,41,55,65,F,0,2,0,0,0511,0939,0,1
840,53,047,2019,7,10,        990873,40,40,65,F,2,2,2,1,0520,0953,0,1
840,53,063,1993,6,25,       1110086,39,50,68,F,0,0,0,0,0514,0952,0,1
840,53,063,1994,6,12,       1110086,40,55,65,F,2,0,2,1,0514,1006,0,1
840,53,063,1995,6,24,       1110086,41,52,68,F,0,0,0,0,0514,0955,0,1
840,53,063,1996,6,15,       1110086,41,44,63,F,1,0,1,0,0515,0944,0,1
840,53,063,1997,6,14,       1110086,37,56,61,F,0,0,4,0,0513,0926,0,1
840,53,063,1998,6,7,       1110086,43,45,52,F,0,0,2,2,0514,0939,0,1
840,53,063,1999,6,19,       1110086,37,51,70,F,0,1,0,0,0516,0955,0,1
840,53,063,2000,6,7,       1110086,36,46,53,F,0,0,0,0,0514,0946,0,1
840,53,063,2003,7,2,       1151052,40,54,68,F,2,3,2,0,0524,1143,1,1
840,53,063,2004,6,15,       1151052,48,41,55,F,0,1,0,1,0514,1124,0,1
840,53,063,2006,6,9,       1151052,40,54,65,F,0,1,0,0,0514,1035,0,1
840,53,063,2007,6,14,       1151052,44,51,59,F,0,1,2,1,0514,1133,0,1
840,53,063,2008,6,20,       1151052,40,47,78,F,1,3,0,0,0517,1217,0,0
840,53,063,2009,6,24,       1041015,38,47,68,F,0,1,0,2,0516,1112,1,1
840,53,063,2010,7,1,       1041015,36,42,60,F,1,0,0,2,0540,1150,1,1
840,53,063,2011,6,17,       1041015,33,47,54,F,0,1,2,2,0554,1159,0,0
840,53,063,2012,6,13,       1041015,36,52,53,F,1,1,2,2,0526,1117,0,1
840,53,063,2013,6,12,       1041015,31,48,54,F,1,0,2,2,0514,1034,0,1
840,53,063,2014,6,10,       1041015,38,43,64,F,1,3,0,2,0536,1114,1,1
840,53,063,2015,6,12,       1190929,37,62,68,F,1,2,0,0,0514,1110,1,1
840,53,063,2016,6,7,       1190929,33,56,82,F,1,1,0,1,0514,1045,1,1
840,53,063,2017,6,7,       1190929,37,49,71,F,1,1,0,2,0514,1120,1,1
840,53,064,1993,6,19,       1160186,77,45,65,F,0,2,0,0,0510,1020,0,1
840,53,064,1994,6,17,       1160186,71,46,63,F,0,1,4,2,0510,1001,0,1
840,53,064,1995,6,13,       1160186,71,55,61,F,1,0,1,0,0510,0945,0,1
840,53,064,1996,6,23,       1160186,72,44,55,F,0,2,2,2,0510,1027,0,1
840,53,064,1997,6,25,       1160186,70,39,46,,1,2,2,1,0510,1018,1,1
840,53,064,1998,6,29,       1160186,67,50,69,F,1,2,0,1,0510,1125,0,1
840,53,064,1999,6,26,       1160186,73,38,49,F,0,2,0,1,0510,0920,0,1
840,53,064,2000,7,1,       1160186,76,43,68,F,1,1,2,1,0510,1112,0,1
840,53,064,2001,6,24,       1160186,78,58,76,F,2,0,2,1,0510,1113,0,1
840,53,064,2002,6,14,       1160186,80,50,60,F,1,2,1,0,0510,1045,1,1
840,53,064,2003,6,28,       1160186,80,56,71,F,1,2,0,0,0510,1052,1,1
840,53,064,2004,6,30,       1160186,78,54,61,F,1,3,2,1,0510,1055,0,1
840,53,064,2005,6,24,       1160186,74,48,58,F,0,0,0,2,0510,1032,1,1
840,53,064,2006,6,25,       1160186,78,53,65,F,0,2,0,0,0510,1050,1,1
840,53,064,2007,6,24,       1160186,73,54,58,F,1,2,1,1,0510,1045,1,1
840,53,064,2008,6,24,       1160186,77,53,58,F,1,1,2,1,0510,1100,1,1
840,53,064,2009,6,30,       1160186,65,48,51,F,1,2,0,0,0510,1015,1,1
840,53,064,2010,6,26,       1160186,70,57,55,F,0,1,0,1,0510,1020,1,1
840,53,064,2011,6,30,       1160186,66,44,52,F,1,3,2,0,0510,1100,1,1
840,53,064,2012,6,21,       1160186,67,53,63,F,1,2,1,0,0510,1035,0,1
840,53,064,2013,6,27,       1160186,77,52,58,F,1,1,0,0,0510,1025,1,1
840,53,064,2014,7,2,       1160186,68,53,62,F,1,1,0,1,0510,1004,0,1
840,53,064,2015,6,14,       1160186,68,41,52,F,1,0,1,0,0510,1015,0,1
840,53,064,2016,6,28,       1160186,64,55,60,F,1,1,0,0,0510,1018,0,1
840,53,064,2018,7,4,       1080698,75,36,50,F,1,2,0,0,0510,0950,0,1
840,53,074,1995,6,12,       1030337,44,55,70,F,1,2,1,1,0505,0945,0,1
840,53,074,1996,7,2,       1150649,44,60,70,F,1,1,0,0,0505,0921,0,1
840,53,074,1997,6,17,       1150649,49,50,70,F,1,2,2,1,0520,1028,0,1
840,53,074,1998,6,5,       1030337,56,47,67,F,1,0,2,0,0530,1200,0,1
840,53,074,2000,6,3,       1030383,50,47,68,F,1,3,1,0,0515,0933,0,1
840,53,074,2001,6,23,       1030383,58,55,78,F,1,2,1,1,0510,0926,0,1
840,53,074,2002,7,1,       1030383,51,64,70,F,1,1,2,1,0510,0928,0,1
840,53,074,2003,7,2,       1030383,50,55,65,F,0,1,5,0,0510,0928,0,1
840,53,074,2004,6,17,       1030383,60,50,64,F,2,2,2,1,0510,0926,0,1
840,53,074,2005,6,22,       1030383,60,55,70,F,3,2,1,1,0510,0933,0,1
840,53,074,2006,6,21,       1030383,57,45,64,F,0,0,0,0,0510,0948,0,1
840,53,074,2007,6,27,       1030383,56,49,70,F,1,2,0,1,0510,0942,0,1
840,53,074,2008,6,29,       1030383,56,59,72,F,1,1,0,0,0510,0929,1,1
840,53,074,2009,6,24,       1080587,56,43,69,F,1,1,2,1,0521,1008,0,1
840,53,074,2010,6,22,       1080587,57,13,23,C,0,1,4,2,0513,1059,1,1
840,53,074,2011,7,1,       1080587,56,42,70,F,3,3,0,1,0510,1052,0,1
840,53,074,2012,6,14,       1080587,60,48,65,F,1,1,1,1,0510,1046,0,1
840,53,074,2013,6,23,       1080587,59,48,68,F,1,1,0,0,0510,1122,0,1
840,53,074,2014,6,29,       1080587,59,48,65,F,2,1,2,1,0508,1042,0,1
840,53,074,2015,6,25,       1080587,57,64,85,F,0,0,0,0,0512,1104,0,1
840,53,074,2016,7,7,       1010346,52,45,60,F,0,0,0,0,0509,1027,0,1
840,53,074,2017,6,26,       1010346,59,51,76,F,1,0,1,1,0510,1047,0,1
840,53,074,2018,6,28,       1010346,59,50,65,F,1,0,2,0,0520,1109,0,1
840,53,074,2019,6,25,       1010346,55,39,56,F,0,3,0,2,0524,1103,0,1
840,53,075,1995,6,23,       1080319,41,46,54,F,0,0,1,1,0514,0950,0,1
840,53,075,1996,6,17,       1080319,41,52,57,F,0,0,2,1,0514,0934,0,1
840,53,075,1997,6,17,       1080319,42,51,62,F,0,0,2,1,0514,0957,1,1
840,53,075,1998,6,18,       1080319,42,49,53,F,0,0,2,2,0514,0940,1,1
840,53,075,1999,6,13,       1080319,35,34,50,F,0,1,0,0,0514,0945,0,1
840,53,075,2000,6,12,       1080319,45,46,50,F,0,1,2,2,0514,0945,0,1
840,53,075,2001,6,8,       1080319,43,40,55,F,0,0,0,1,0514,1025,0,1
840,53,075,2002,6,14,       1080319,42,40,54,F,0,0,0,1,0514,1022,0,1
840,53,075,2003,6,13,       1080319,42,50,60,F,0,2,0,2,0514,1030,0,1
840,53,075,2004,6,11,       1080319,40,50,48,F,1,1,2,2,0514,1005,0,1
840,53,075,2005,6,25,       1080319,42,48,57,F,1,1,2,2,0514,1032,0,1
840,53,075,2006,6,20,       1080319,39,42,54,F,0,2,0,0,0514,1005,0,1
840,53,075,2007,6,15,       1080319,42,45,55,F,0,1,1,1,0514,1003,0,1
840,53,075,2008,6,23,       1080319,38,39,41,F,0,1,0,0,0514,1015,0,1
840,53,075,2010,6,29,       1080319,39,59,63,F,0,1,1,1,0514,1010,0,1
840,53,075,2011,6,25,       1080319,38,35,44,C,0,2,1,1,0514,1015,0,1
840,53,075,2012,6,21,       1080319,34,45,59,F,0,1,0,1,0514,1036,0,1
840,53,075,2013,6,15,       1080319,36,34,39,F,0,1,0,0,0514,1012,0,1
840,53,075,2014,6,19,       1080319,38,47,53,F,1,2,2,1,0514,1005,0,1
840,53,075,2015,6,21,       1080319,34,42,44,F,0,0,0,0,0514,1020,0,1
840,53,075,2016,6,17,       1080319,35,37,41,F,0,1,4,0,0514,1000,0,1
840,53,075,2017,6,17,       1080319,40,47,45,F,1,1,2,2,0514,1019,0,1
840,53,075,2018,6,13,       1080319,35,44,51,F,0,2,2,2,0514,1008,0,1
840,53,075,2019,6,10,       1080319,39,46,46,F,0,1,2,1,0514,1015,0,1
840,53,076,1992,6,21,        980560,47,52,84,F,0,0,0,0,0512,1013,0,1
840,53,076,1993,6,29,        980560,44,38,47,F,0,2,2,2,0522,0953,0,1
840,53,076,1994,6,28,        980560,37,45,60,F,0,0,0,0,0510,0917,0,1
840,53,076,1995,7,2,        980560,41,46,45,F,2,0,1,1,0510,0918,0,1
840,53,076,1996,7,6,        980560,39,45,47,F,0,0,0,0,0512,0912,0,1
840,53,076,1998,7,1,        980560,34,50,55,F,0,0,0,0,0510,0929,1,1
840,53,086,1992,6,7,        980560,55,39,52,F,0,0,0,0,0518,0942,0,1
840,53,086,1993,6,14,        980560,63,38,56,F,0,0,0,0,0518,1006,0,1
840,53,086,1994,6,12,        980560,56,52,60,F,1,1,2,1,0518,0931,0,1
