RootFolder,File,RelativePath,DateTime,DeleteFlag,DayTime,deployement_number,photo_camera_id,cougar,raven,magpie,coyote,golden_eagle,bald_eagle,wolf,fox,other_species,other_count,comment,
22-305_262,IMG_0105.MP4,262, 2022-12-15 03:00:26,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0106.MP4,262, 2022-12-15 03:01:58,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0107.MP4,262, 2022-12-15 03:03:24,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0108.MP4,262, 2022-12-15 03:05:00,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0109.MP4,262, 2022-12-15 03:06:24,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0110.MP4,262, 2022-12-15 03:07:48,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0111.MP4,262, 2022-12-15 03:09:16,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0112.MP4,262, 2022-12-15 03:10:48,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0113.MP4,262, 2022-12-15 03:12:24,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0114.MP4,262, 2022-12-15 03:13:46,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0115.MP4,262, 2022-12-15 03:15:12,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0116.MP4,262, 2022-12-15 03:16:34,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0117.MP4,262, 2022-12-15 03:18:10,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0118.MP4,262, 2022-12-15 03:19:40,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
